periodo,Nacional,Urbano,Rural,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila,Colima,Chiapas,Chihuahua,Ciudad de México,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Estado de México,Michoacán,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán,Zacatecas
t110,38.8264703353227,33.0728536104433,56.6695929996017,37.5933706152886,21.0742306247254,17.7287552002961,39.5021967971159,35.9434296660533,23.0197579209683,64.864935220395,34.2282346851421,25.8523231085462,41.7421167258729,43.9731457440588,58.3657232587742,48.8609173036779,31.1946524234133,33.2414552765539,40.9352702826283,39.0965096716252,32.8828700835952,22.270294385671,59.9575806536688,50.4260606609299,34.6737184795094,25.069580412917,47.9106341808191,23.9769613446923,29.6103323523466,37.1159877514783,34.0480297927106,52.687509133863,45.6891238217817,39.6101802513979,51.4125613277659
t210,38.2682065100926,32.5084968755851,56.0374087418421,35.2897532371904,22.9930762315566,17.4859766869184,36.9261735386938,35.5123732934511,21.6572586360718,64.9952408069874,30.4468173001239,28.4252631567469,40.2793410416454,44.4691022645085,58.5855482369303,48.0846263122935,30.4536530493897,31.5955557400213,40.4830225155882,39.0809678013662,30.2586740871179,21.1465677887948,59.6778889356624,48.8260196789941,34.8001479033041,24.9448323955637,47.3272014736244,24.4142396080694,27.4310571870565,36.9014467380781,32.71385749332,51.9519750315152,43.6471333348849,40.996890199978,49.425814759983
t310,38.0057980067606,32.3362584664779,55.567538207412,34.0006240378936,21.7815362844842,19.3727121600485,35.22453774856,34.42117861039,22.2813423528236,64.6137181306535,31.1984243586962,26.9869612312477,42.2820593218261,42.5574988885572,61.1364075425927,41.7398111676851,29.6763526086236,30.8096687590533,38.0860718798443,38.2679211102124,31.4460250203656,23.5609835765188,61.8881897417046,44.2497377213837,34.2590055961709,25.1616382734014,45.6381478426975,27.3012068700644,33.0245038155828,37.8182142845518,32.8040234144197,49.3205378268734,48.1789440284397,38.190432736056,49.4385965214056
t410,40.0352337503105,34.4666991433804,57.0899495636065,38.9544186766918,25.212549270905,19.3135410225292,37.9193264939516,34.7873058590788,23.4994358330066,67.0957936732296,37.671559201592,30.8835298445484,41.9609227272032,42.6164226086526,62.7173660333717,46.8002001695466,30.7154577395399,32.465000862867,41.1137775908119,42.6543391675081,31.1068819037933,22.9959942269114,60.7239512574912,48.3333364114024,38.6968179067739,26.4253924929983,50.5870311087897,27.9330875809235,30.1298755884331,41.2042424024261,34.2621691041255,55.1577794510233,49.0669138436868,39.7228701182259,52.0670239759423
t111,38.3725183498014,32.7768733360995,55.5828621132643,39.7568782413057,21.8170790995991,19.0958458401118,35.8594035242799,31.1374397760054,24.3415305526053,61.964911313127,35.0742125279067,27.7654636164736,42.3757720826457,45.0765789242275,57.582959634577,44.5682541854484,29.072331759912,30.8088656241016,38.9132417364372,43.200907164498,30.8943295866625,23.445650015445,60.724383551283,50.9249250645625,33.6940879781439,26.1063232152856,49.6582481840922,24.7153221944254,27.5095694429638,35.9011984392419,34.9939995831076,53.3120201207854,45.7902417447804,39.5244059386791,53.8351312494644
t211,38.2182133529689,32.5989029611438,55.4800144450307,40.262931249764,22.0586368168109,15.5612228541385,36.7374508619887,28.550547464654,23.9197956553383,63.6435852049675,35.8106531113766,29.8766725716141,41.166040958381,40.3572978925218,57.977953093703,44.90831962228,29.9636524105517,30.7794885161172,36.6689824527614,41.7251036687596,32.6652870867416,22.5361583121047,60.0312152593331,49.9198864076921,34.9586407008243,26.9897285686389,48.8015222216339,27.3958505288793,26.2881528286971,38.1629776066909,35.9522540713783,50.0156491859114,45.622642029881,38.1777654657289,51.3688947262858
t311,38.9163780922109,33.0645506620795,56.6671232196183,39.8041424414141,22.0113712708726,18.6103592867588,36.0410808862926,28.2818969784034,21.557361950907,64.1005789348354,36.1603549837027,27.1993258071777,38.2359288329044,41.3339468523566,61.5498820682207,44.7230110917471,30.2475960169004,29.9212063607274,36.8854119897308,40.8974311734178,34.8560068331947,23.6934314646516,60.8391207340187,52.8700137014695,37.8384432453897,27.0401681077241,51.2808571173796,30.5883823624555,31.0778367750661,38.4227778451647,37.8318060928308,48.6773443141198,47.8185181852474,38.1836574609213,51.7706612325091
t411,39.2944236177239,33.6737620814188,56.1894095735445,40.9229921405167,23.9365578730814,17.3783113560323,36.8302511350468,28.6069070352952,23.8005135401522,65.7140087228273,36.6920547412029,27.0946191173901,39.0788347756456,43.1911623119647,62.8546579502778,44.7864564428982,28.6943847430445,32.4060088968341,36.8558979075285,42.9249591817652,33.0967385684982,24.9540084416182,58.8616883312806,50.1385184230677,37.3487830749242,27.1090159479514,52.2811564514727,28.8781042787525,28.1525882555062,39.8227745930629,38.1186860609061,48.9649477490817,47.214526262776,39.4969211017125,54.9147129136254
t112,39.780815460782,34.6053021196784,55.5737999053306,41.002150573827,26.2635302679516,18.2312081906199,35.5450714612625,33.128574414534,23.4104441646068,65.4957277336423,37.9743312467453,29.806283494556,40.4619885361581,44.6040772959467,62.45690045568,47.8849843296916,28.1714586656924,34.2881109212595,38.02592366424,41.9279365636428,34.6460862217161,25.2902139395506,59.2386159763578,48.2632768946099,34.5979018199279,26.5666071362385,52.2575322744992,26.7992260109267,29.1039663464072,37.8518832501579,36.7658357340569,51.1624293564554,46.0831637835805,40.9373010202786,56.2893611925624
t212,38.9060861316983,33.7364991392067,54.7432417953098,38.5883670640943,24.9408828656323,19.4406913445409,35.9455076224457,32.8151749327446,22.0557140485842,65.9729051628921,33.426638940806,30.3523835707323,42.2964092436143,45.1381338506167,60.0222147510552,45.6580048643352,27.7588891158686,32.0083079800432,36.2479915970711,41.9280999125331,34.2135411690303,24.3445155406038,58.1073592885451,49.4139074099749,36.2097002901423,27.5392515171181,52.3005566213726,29.3456696737012,29.518136033478,40.7457785498685,37.0678929718641,51.7413921722,41.7349531131371,38.7351820862463,51.6395416566325
