periodo,TLP,TLPu,TLPr,TLP1,TLP2,TLP3,TLP4,TLP5,TLP6,TLP7,TLP8,TLP9,TLP10,TLP11,TLP12,TLP13,TLP14,TLP15,TLP16,TLP17,TLP18,TLP19,TLP20,TLP21,TLP22,TLP23,TLP24,TLP25,TLP26,TLP27,TLP28,TLP29,TLP30,TLP31,TLP32,ingpcx1,ingpcx2,ingpcx3,ingpcx4,ingpcx5,ingpcx6,ingpcx7,ingpcx8,ingpcx9,ingpcx10,ingpcx11,ingpcx12,ingpcx13,ingpcx14,ingpcx15,ingpcx16,ingpcx17,ingpcx18,ingpcx19,ingpcx20,ingpcx21,ingpcx22,ingpcx23,ingpcx24,ingpcx25,ingpcx26,ingpcx27,ingpcx28,ingpcx29,ingpcx30,ingpcx31,ingpcx32,ingpcx0,ingpcdef1,ingpcdef2,ingpcdef3,ingpcdef4,ingpcdef5,ingpcdef6,ingpcdef7,ingpcdef8,ingpcdef9,ingpcdef10,ingpcdef11,ingpcdef12,ingpcdef13,ingpcdef14,ingpcdef15,ingpcdef16,ingpcdef17,ingpcdef18,ingpcdef19,ingpcdef20,ingpcdef21,ingpcdef22,ingpcdef23,ingpcdef24,ingpcdef25,ingpcdef26,ingpcdef27,ingpcdef28,ingpcdef29,ingpcdef30,ingpcdef31,ingpcdef32,ingpcdef0,ingpc,ingpcdef
t307,33.944458107676,27.4220934933721,54.461089064711,28.263893913965,13.5122319676794,10.526822845582,36.4522114314656,23.7508243330379,21.3099100244045,64.072136608139,20.4592826062331,20.7853268133227,37.9102412083143,34.782579651023,55.7854416201639,46.7614920597209,25.4815125513188,30.6229810730264,38.5146979684638,34.368885747387,32.1698254336549,13.9665766635256,55.5773694615718,43.9509377266698,29.794305330439,19.4806866501811,44.0711021631317,22.8596192091543,20.8913064740502,36.2490200096636,25.054792369577,42.9506135763289,44.6850418882197,38.3368882884649,41.1846767011898,1601.65703174785,2528.5466268488,3113.17277894635,1684.78104195007,2044.91459851846,2120.75137264735,833.817443838198,2391.19782136455,2512.21747049212,1384.31278642736,1403.91557683883,965.958867324292,1209.8994627285,1888.20101434165,1558.6138934261,1310.55851603691,1428.74013040951,1634.27636742968,2616.35818848915,915.123602998247,1202.61780284256,1706.79932495594,2630.36108153358,1421.58878607742,2038.7465853644,2110.87146108885,1585.29238164443,2124.99758613387,1170.48870382846,1266.36496470583,1463.19409042868,1257.76065274939,1670.44152136832,1905.25544596972,3006.81460484347,3702.69492251424,2003.73569729497,2431.63311095459,2521.89570504024,992.309222515845,2843.65387379807,2986.70700905174,1646.86581042856,1670.320614994,1149.30780288842,1440.19877148481,2245.63612062087,1853.63992903759,1559.19069042373,1699.37212206186,1944.49609868262,3110.82921132033,1089.26222534113,1430.55638484393,2030.53333847115,3127.84232604923,1691.05341672601,2425.34801770855,2510.53203983139,1886.73218496759,2527.0610746291,1392.56509867372,1506.86173193656,1740.17417920703,1496.82468010739,1986.83556680324,1670.44152136832,1986.83556680324
t407,33.1327755730666,26.6520742861624,53.5229262175169,29.3385829421365,13.915418841745,10.0099635143904,35.5200034213234,23.7659956354496,18.5579300677005,63.5095070156015,19.3859662601792,20.717207603039,32.4213771041778,33.432100960932,55.1794641964541,43.8174977758938,24.5811272384432,28.7368597024759,37.9450612680606,35.4165976999318,27.8541496955899,13.9247665940229,56.6647759972588,44.0878854402998,27.9093351135695,17.8331912538551,43.7037334612162,21.3427828554235,20.8435641579796,32.7285753895009,25.3778502803739,42.7881256355319,43.8669218706448,36.6692826036643,44.677711117046,1691.68887430664,2660.62143527563,3405.55880246358,1770.76350856714,2063.26470730665,2188.68215442358,877.46223643118,2178.50487020037,2536.08992190564,1534.36999039745,1408.1464634517,990.473257177593,1299.50451136366,1943.9102063172,1542.26031278233,1374.64198730016,1473.45077595853,1716.46055399563,2684.91281914662,909.970511378947,1197.19490543681,1671.99732773831,2699.12672269508,1389.92748796285,2054.76202500109,2081.17124137418,1651.31951009287,2168.49013470457,1212.02346944376,1314.7045821633,1576.09595824433,1234.57386538326,1694.27050457923,2049.10140655812,3223.73396329288,4125.45122660196,2145.35561654315,2500.0590875697,2651.85073060368,1062.3576367415,2639.35301302261,3073.52555120539,1858.38740160718,1705.37581038992,1199.50890041746,1572.95046514026,2355.15459232165,1868.43749435336,1664.89241044261,1784.91420307837,2078.54713698778,3253.58852932073,1101.61423932674,1450.17832664243,2024.98809509011,3270.40270524702,1683.44989948121,2488.70679512054,2521.31608115235,1999.12605790047,2627.34713904021,1467.99726413588,1591.9384478636,1909.59184389029,1494.81580839914,2052.43051737793,1694.27050457923,2052.43051737793
t108,33.1715143072173,26.8735564584182,53.0490541321997,27.4359371682076,13.0312115348894,12.0415021628824,33.2966622644677,24.4452664435428,18.4316348140717,62.5692627145758,19.5820257678806,19.1018165695733,36.7679437211277,35.8047419944669,53.7647999388524,44.3765949832551,23.005057565857,29.9987399215781,37.7317353916988,35.2851371644552,28.2959687829196,15.7420262402999,55.6116932447172,46.0124064708031,29.3165419807027,17.2010887837287,42.6142001781928,20.8030317689518,21.7982022150906,33.253304862116,22.3630712316035,45.6495995557087,42.3121921965441,36.4251455160691,48.242653337818,1769.8333832636,2672.26742589221,3369.98415693049,1856.83837894663,2026.61556369918,2283.78267527501,872.711956865809,2294.88560955478,2539.45429310215,1445.6197740684,1397.98793840123,1087.11415277285,1197.43252898513,1991.1396433713,1579.4136424662,1350.9338588983,1446.71080230932,1847.94223603713,2615.89595950125,994.23516182471,1209.0877944968,1662.45850356586,2882.57356625574,1406.40012876401,2050.2702317821,2214.27022909279,1727.47113144992,2152.69269347266,1202.24156958131,1346.83656826463,1581.16453787447,1143.2291687895,1714.72799928918,2037.85319248478,3075.32190916391,3879.0462095861,2137.34963839423,2332.22291901972,2628.44648215416,1005.49900202988,2641.35647950189,2921.59039622939,1664.93019042939,1609.96051604387,1252.25984605992,1380.16088758755,2291.71883580818,1817.88414554363,1555.7485356832,1665.36875753327,2128.22192990426,3009.95850383722,1145.8135184166,1392.18648108284,1914.50178509284,3317.50334139154,1619.54553489675,2361.13128806742,2548.7305540059,1990.43678989972,2477.56833994475,1384.40321948841,1551.66589601868,1819.8070492762,1316.83058358305,1974.02335543458,1714.72799928918,1974.02335543458
t208,32.8720205943225,26.6530991615951,52.3820397774452,28.9599157775279,12.0531261615383,11.4531213386814,34.1879209561649,22.898766614352,18.1376661368522,63.5477621650194,20.4145354246338,20.5049835909038,35.6518915164043,35.4196351293658,52.1510346694286,42.725300335057,23.2074002286331,30.2901286604905,36.0830994401633,34.5544799893108,27.9302003699536,15.6087356386818,54.0710740046914,44.7029633376542,27.9807870406706,15.8780348706,42.6578651758418,20.1525085898854,18.8891353983198,32.8989192475405,24.0477891777279,43.1963962791303,42.4226392946066,35.28968480298,46.3268253113571,1673.18282513403,2668.12595595949,3417.79928220927,1868.68378529033,1986.84292134251,2291.89079290371,894.385567307008,2229.14812017944,2440.34816219017,1505.66185676499,1371.68261445774,1086.57146823195,1275.17315090905,2044.21282509787,1653.04290415508,1503.8746020416,1392.78819735019,1776.73612848274,2598.67258445363,1018.1222545485,1204.71465263086,1727.93339601614,2888.39495349482,1455.38759817502,2059.65553326688,2251.54264830402,1722.91707932777,2208.16090822479,1236.3436686176,1329.55518260668,1588.87011726352,1225.27426041761,1729.62082922843,1887.90533528008,3009.66028859326,3855.83574165415,2108.13433316525,2241.10834631346,2585.41904449202,1009.5283313018,2514.69262967845,2752.14102518871,1699.19039529601,1548.00866077919,1226.25671625377,1439.76582114768,2306.00745861526,1864.83315535275,1697.06663612002,1571.48521044357,2005.19869660106,2930.95861389424,1149.52151931042,1359.32625834954,1949.93873140593,3258.10465811114,1642.27372189615,2324.27200655237,2540.04175177362,1944.91836895966,2490.89325287848,1395.09468742849,1500.69653715462,1792.33109694253,1382.96132146897,1951.41925567709,1729.62082922843,1951.41925567709
t308,35.7535778290733,29.5969206739049,55.2477255210483,31.4846542439117,15.7319396354238,12.1904742196217,35.8801333179065,27.3767791983645,17.6613707987696,63.91125832734,23.6236809864443,23.0876629183355,36.6276482233966,39.3309656054331,54.6886413511452,45.5548814588945,28.4611896514975,32.5635887199541,39.6686750556417,39.1025223780919,33.2208127748079,17.6076358319403,58.9909827482067,47.8099715911544,30.485378074104,18.1299569271383,44.5491842526999,25.5374197498814,23.2627226530375,35.1439413420106,27.2745086113225,48.19215767659,43.6634886237268,37.8489155220873,47.4941443453059,1699.04617487966,2614.0810242942,3143.89253965051,1823.86376343163,2008.32661846175,2362.48751504573,896.089240869893,2162.7468838692,2467.3048690484,1478.191006978,1361.24972009224,1059.03948971954,1304.83597396977,1914.57283646645,1627.78946806143,1419.35228026911,1395.23796389011,1792.96519409796,2639.32809126179,937.461071227189,1232.77254223549,1653.68041109095,2852.50925278554,1444.46943839669,2109.52736491162,2180.99744920578,1753.57142345599,2197.64563614635,1259.18190867885,1360.73058402354,1592.05814312987,1177.31681871622,1713.88694463606,1849.50323486156,2846.05637410431,3422.6487080441,1985.62064555538,2186.63375596192,2572.16001760287,975.26243535894,2354.62472186781,2686.65452958253,1608.93497095309,1481.69149794482,1152.69168423661,1419.85901170988,2084.4286678028,1772.1839792727,1544.96991296259,1518.8270787148,1951.46936747938,2873.83093260787,1020.15441738437,1341.96178057195,1799.99476187768,3105.72275294498,1572.37662171242,2296.33733404928,2374.49046688749,1908.30492205283,2392.7361326602,1370.64618607997,1480.91319842297,1733.30250278784,1281.39038443047,1865.79876625029,1713.88694463606,1865.79876625029
t408,37.3642077789996,31.486382759618,55.7436776762258,32.5899835836621,18.703442301909,14.6735465557599,38.1711877824405,27.8481547346626,19.4613682142591,65.6022839238086,27.7757008704719,24.964249839403,39.4918736917572,41.8827324145619,58.6040566251236,46.6378480738794,29.408998135183,33.0496477855852,38.8083396926858,42.0925624481394,30.314200303299,19.0937225708052,59.9079480770591,50.3722027194964,31.7419174297801,21.3887784398866,48.3541632986194,23.98721793615,24.8399978706274,36.773835179904,29.6920746827328,49.0819752617933,45.733744592654,39.5402243018901,48.2211777498775,1674.46214135202,2391.86231367928,3118.11317040965,1766.67542206318,1936.81813616052,2287.33497708038,893.455387058841,1965.15830086498,2488.37092900161,1427.60813078907,1320.14169983533,972.763069565064,1225.99209440267,1890.77283157898,1557.14062102228,1485.76671709659,1365.30075178083,1797.48032287291,2518.08122206245,928.007687284874,1267.90463094493,1680.1339144985,2556.77883311434,1434.5944675711,2092.01293987832,2024.99311709197,1678.98182840006,2126.69489713919,1158.78199443112,1359.69112793111,1568.97398238399,1175.68381997875,1666.27084796767,1972.79983974747,2815.99754026798,3672.40604339994,2080.44733394429,2279.92951883721,2693.13624895394,1053.52219437867,2313.81372707531,2927.85039888383,1682.48049521282,1555.77056116421,1146.30052468264,1446.79880031901,2226.29808888918,1833.56935551592,1750.83323955105,1608.62828189196,2118.88335307436,2963.60076608261,1094.79259259028,1494.32645602603,1980.15785579969,3009.66149231725,1690.25917111573,2465.0585063793,2384.59707103203,1980.77415272471,2503.63144183698,1365.52306982573,1603.35653984371,1847.35378369532,1386.25275139787,1962.63156036424,1666.27084796767,1962.63156036424
t109,37.2730661502888,31.4530772724115,55.3801122043771,38.4939736099016,18.8548323782225,15.0568087278943,36.7684331582846,30.1280734911425,19.5153936599652,62.9048669698249,31.7045385974893,26.3840692521375,39.7009302361017,41.262295821629,55.6368061688242,45.9540639192247,29.4860583707493,32.9377132012393,36.1510810077893,43.5780997876957,28.9354339331104,21.1669649576799,57.8701521745609,48.6903724297956,34.8003245815921,18.8542385261535,48.1473094772105,24.291356103724,26.6227904394975,35.5402782450702,29.5355362560519,51.1354896670488,45.0464598559266,39.3808675696149,51.2931570892824,1576.45626338021,2459.98289354223,3086.32969729451,1841.93791102658,1878.67630147333,2306.00426411906,940.750327953657,2057.8710906258,2447.62241298681,1427.94938682635,1368.7839668862,1054.66801676364,1288.19127224542,1849.60374262498,1682.56486300403,1515.48429042616,1359.1077694752,1882.04182088136,2438.3531195078,982.291762601283,1227.8192686347,1659.0138925019,2747.59489763827,1429.59220605972,2078.44827773797,2125.12443231339,1707.48632427556,2207.88324211034,1149.44922645335,1401.67376598817,1629.2558129472,1140.76233834485,1696.2095498674,1637.49997437138,2556.2829130471,3206.50729268327,1913.7112363779,1952.40320016706,2396.18206039233,976.68598677376,2138.12206249135,2544.29452645813,1482.91253047369,1421.45488893574,1095.2820566807,1336.78633814022,1921.81079608032,1748.29858716382,1573.71642472686,1411.79118148985,1954.2883912028,2534.23626006149,1019.61372316302,1275.25704810069,1723.11380246383,2855.13625603896,1484.91966520961,2158.67776934424,2208.04596186724,1772.33753277969,2294.4486463449,1193.96682645255,1455.29543270653,1692.9016627679,1184.56949461502,1762.13047702669,1696.2095498674,1762.13047702669
t209,38.7315878727966,32.8048790439804,57.2481664533464,36.7116892561596,19.1820992077013,14.6083755435814,39.903063873983,31.8942449945942,22.267118401681,64.1426950627254,33.1399139798954,27.0995961677645,40.6325827613282,42.9868542036254,58.2847084662743,49.5948993223498,29.6292279670447,34.4907307650383,39.8969161034731,40.8797116384653,29.513088022314,23.1811815438209,61.9177648643702,53.0556762375144,37.6836146647769,22.8486757972996,47.3162860056158,25.6611290233646,24.8012304328759,34.6827041142629,31.5635036917455,50.8989417131522,45.4279468431973,40.1619489052968,51.8758553132637,1606.15083720903,2467.32357652124,2952.86506185763,1782.467690843,1929.8609603146,2195.14815008441,921.836201355232,2058.31794108863,2554.80809114837,1416.47890472632,1313.62051622622,1029.46425778092,1293.78936804602,1865.89954994575,1729.97160192935,1490.12747353165,1452.01432547051,1882.85214050084,2457.99538617445,958.610635580918,1188.65884295019,1571.10912824095,2614.68851223208,1445.09241592657,2097.37926514375,2130.19585594847,1682.68027054412,2092.7676123397,1191.60871168913,1466.5597570182,1602.63418134684,1132.60853471215,1704.8561715517,1637.62428211641,2516.66437887805,3011.02124041042,1817.72306375181,1968.666053336,2238.96047589289,939.314309040732,2099.25449261452,2606.96429241078,1443.64818455107,1338.86555121033,1049.28885379916,1317.53489271941,1903.02373940913,1764.44180141841,1518.8173545845,1480.26750949743,1918.98612767782,2507.64216304804,976.535523202817,1211.81425560823,1601.54705684427,2667.05606150784,1472.97353744007,2137.8447948579,2172.44280461123,1713.86613361407,2134.63913348438,1214.57480009277,1494.36828775568,1634.42740960644,1153.98540796702,1738.40073131263,1704.8561715517,1738.40073131263
t309,39.5177962861156,33.5815870135898,57.8167652503535,39.230856577805,23.2475184192275,19.2536710133457,39.4683347136356,34.5653941903325,23.8856239188204,65.169142963851,32.4295657776393,27.3656109640567,43.3835681359076,43.6184814118546,59.6693680001928,47.3440722004847,29.6679087034765,33.2278566198254,40.9839875866479,41.5496972797656,33.6424324048368,24.2891461980889,60.375388200264,52.3109312806342,38.7042305920482,24.6398276894418,47.2341355275124,28.6746092062746,30.5912042249156,40.2657711808104,33.5617440735164,53.8174209765071,46.9861083520819,38.9600396569966,51.6032001794428,1591.478591469,2255.81125403617,2900.58694433783,1807.88365224282,1848.01416623596,2298.52665311004,995.046374907536,1998.28654721448,2456.2726772045,1404.2504354909,1381.42879541852,1010.96295296593,1305.7985148712,1813.24295537164,1706.26699003409,1494.5394491575,1461.49521094135,1822.06040024699,2334.67365807402,963.737563457545,1220.11590904378,1548.28211302386,2456.03030403832,1382.35756050828,2036.37349017935,2045.17533299605,1623.74040671341,2049.29819752756,1129.55539578448,1416.68531290471,1678.13463930841,1161.47146439489,1671.00395440024,1620.68187936828,2298.18113685834,2954.34308533013,1841.42245198687,1882.8023463729,2341.56355417704,1013.0505233816,2035.5662895833,2503.05221210035,1429.70260500351,1406.59515523985,1029.52711413683,1328.79316400702,1847.05161737085,1738.09215794996,1521.70907361525,1488.27565690077,1855.20651972256,2378.78060064336,980.827114715354,1242.47675329678,1576.49090448419,2502.22027572935,1407.67331826491,2073.72954437036,2083.3793119747,1652.44031240555,2087.73473410613,1150.24788169108,1442.14783152045,1709.45350857619,1182.47775881321,1701.93266721635,1671.00395440024,1701.93266721635
t409,38.9207351496454,33.2774684126966,56.3326576195191,37.138493980734,22.6981551456671,23.9310972408169,37.2872089297028,32.6990811244943,24.1108685532403,65.0170667446704,31.4652136246974,29.1664585302646,44.0757203539532,42.9504489513055,58.7531608725056,48.3598293180273,31.7916535985957,34.3269157104635,36.6033760124175,42.6635838326869,32.9334825727175,22.0277361633914,61.6632509819625,49.964704158217,36.1625034685593,26.550337817599,48.0714912357697,23.2664165705226,25.7246205635142,37.1971704930299,32.041130753341,54.435145198463,44.6978753808447,38.9030338240321,50.1005564688952,1610.36437472997,2292.38579290747,2670.87512514498,1879.22572182009,1876.33219449741,2195.61961324064,936.899836542403,1866.75581122329,2302.70207312068,1334.37745845613,1381.33468141076,1034.68873828993,1314.94504418095,1866.65373631363,1666.5047030394,1520.04814098167,1408.4601325415,1830.09514450641,2458.32763343006,960.789251222673,1221.23953422373,1626.99645449899,2404.10990048065,1338.27055523822,2077.31348371434,1978.30831216916,1742.68091452543,1991.49645412734,1148.37355835823,1425.41368934106,1669.05428930167,1198.87000280685,1656.56302173772,1724.80731380358,2455.10163615911,2860.62741940525,2012.67644852083,2009.48424046741,2351.48295254438,1003.58090532679,1999.30944193788,2465.97466777398,1429.29041837292,1479.57086295317,1108.26301880519,1408.67615954758,1999.17044191207,1784.82834178969,1628.17376384925,1508.56991993477,1960.28446493863,2632.71869325542,1029.21303722226,1308.06511938416,1742.66205886944,2574.71349677704,1433.4540253978,2225.04632465334,2118.81380204955,1866.86611802466,2132.84927055371,1230.02996630885,1526.92583407365,1787.5584522775,1284.22347904606,1774.25924089777,1656.56302173772,1774.25924089777
t110,38.8264703353227,33.0728536104433,56.6695929996017,37.5933706152886,21.0742306247254,17.7287552002961,39.5021967971159,35.9434296660533,23.0197579209683,64.864935220395,34.2282346851421,25.8523231085462,41.7421167258729,43.9731457440588,58.3657232587742,48.8609173036779,31.1946524234133,33.2414552765539,40.9352702826283,39.0965096716252,32.8828700835952,22.270294385671,59.9575806536688,50.4260606609299,34.6737184795094,25.069580412917,47.9106341808191,23.9769613446923,29.6103323523466,37.1159877514783,34.0480297927106,52.687509133863,45.6891238217817,39.6101802513979,51.4125613277659,1677.39248330324,2428.76808671767,2808.87854355362,1864.32829198114,1888.93176604121,2308.70600615746,969.700663455973,1930.7138684137,2414.13202119588,1383.82715452659,1361.46524613262,1087.55825321249,1265.88013787557,1829.41376743975,1688.69445587543,1526.29160975925,1427.73664188289,1821.32929375015,2541.45934798396,1003.24637561665,1235.62142292363,1653.20478612875,2583.27794547415,1384.37155926352,2149.82781218943,2250.68817376516,1733.93397898465,2022.48365282858,1160.41191181552,1503.5189921868,1679.41997034643,1178.92627489186,1703.42960724227,1677.39248330324,2428.76808671767,2808.87854355362,1864.32829198114,1888.93176604121,2308.70600615746,969.700663455973,1930.7138684137,2414.13202119588,1383.82715452659,1361.46524613262,1087.55825321249,1265.88013787557,1829.41376743975,1688.69445587543,1526.29160975925,1427.73664188289,1821.32929375015,2541.45934798396,1003.24637561665,1235.62142292363,1653.20478612875,2583.27794547415,1384.37155926352,2149.82781218943,2250.68817376516,1733.93397898465,2022.48365282858,1160.41191181552,1503.5189921868,1679.41997034643,1178.92627489186,1703.42960724227,1703.42960724227,1703.42960724227
t210,38.2682065100926,32.5084968755851,56.0374087418421,35.2897532371904,22.9930762315566,17.4859766869184,36.9261735386938,35.5123732934511,21.6572586360718,64.9952408069874,30.4468173001239,28.4252631567469,40.2793410416454,44.4691022645085,58.5855482369303,48.0846263122935,30.4536530493897,31.5955557400213,40.4830225155882,39.0809678013662,30.2586740871179,21.1465677887948,59.6778889356624,48.8260196789941,34.8001479033041,24.9448323955637,47.3272014736244,24.4142396080694,27.4310571870565,36.9014467380781,32.71385749332,51.9519750315152,43.6471333348849,40.996890199978,49.425814759983,1651.03192628545,2339.39735413625,2933.76516424218,1836.57773896256,1888.32731048234,2409.96139010948,953.899526329941,1999.64998716482,2496.06361437644,1426.77470518265,1362.63735622803,1071.84860284815,1369.92970135987,1916.02303330259,1781.73438245394,1504.60704487167,1470.86952431904,1866.51660806282,2537.53485648504,1019.23210905676,1296.46245113634,1691.12176069015,2652.58494298551,1427.89015414422,2136.43932191451,2080.9515878102,1733.08072359635,1933.62232229772,1191.00348471571,1472.85721270739,1680.48540854012,1246.82574344102,1725.12373473286,1666.07315132061,2359.25749497822,2960.02654536692,1852.60129537053,1904.3512342416,2430.72583027739,963.152829801951,2017.25883540263,2516.23009920219,1440.64199940601,1375.4898518201,1081.98574681703,1384.31542585383,1932.71606198589,1797.18721206468,1519.0633612047,1484.20456714154,1884.33617726743,2558.49104913198,1029.63058207112,1308.35053091726,1706.96582175411,2675.00211477917,1441.38835286482,2156.343952202,2099.18798391322,1750.85515951702,1950.01546158861,1202.18531930983,1487.6199606202,1695.02254124224,1258.89933888931,1740.60616714434,1725.12373473286,1740.60616714434
t310,38.0057980067606,32.3362584664779,55.567538207412,34.0006240378936,21.7815362844842,19.3727121600485,35.22453774856,34.42117861039,22.2813423528236,64.6137181306535,31.1984243586962,26.9869612312477,42.2820593218261,42.5574988885572,61.1364075425927,41.7398111676851,29.6763526086236,30.8096687590533,38.0860718798443,38.2679211102124,31.4460250203656,23.5609835765188,61.8881897417046,44.2497377213837,34.2590055961709,25.1616382734014,45.6381478426975,27.3012068700644,33.0245038155828,37.8182142845518,32.8040234144197,49.3205378268734,48.1789440284397,38.190432736056,49.4385965214056,1673.58273971057,2358.24527814501,2793.94608272666,1864.4023917161,1916.27082779522,2401.26908933872,972.518124298421,1928.3946214482,2476.57447195494,1429.11998559987,1399.58838658475,1002.69092796166,1397.94635263685,1853.91565175858,1797.29029102687,1580.35114361408,1466.54675181625,1818.94117827989,2505.57953511284,976.537344444822,1339.2229304498,1691.67418200684,2498.65731574031,1436.72408012943,2102.42000636144,1875.50002320287,1647.43007016583,1851.82049177956,1249.76640235004,1428.72860903912,1744.23601089896,1351.23255563936,1712.41579299063,1647.12526993206,2320.50013600741,2749.54286797321,1834.65490229277,1885.54498832364,2362.83369689019,957.271051162093,1897.61997994348,2436.58807665758,1406.62568490782,1377.53445717087,986.866099587159,1376.34548183399,1824.27965512278,1768.59737692416,1555.47712850059,1443.28970871477,1790.30621736981,2465.27947955322,961.321174615376,1318.08428582217,1664.99164700477,2458.59846733741,1414.06215881766,2069.16288882822,1845.58122527279,1621.85497408097,1822.13035259002,1229.99272345278,1406.35539101528,1716.37472865299,1330.13646301197,1685.19835050408,1712.41579299063,1685.19835050408
t410,40.0352337503105,34.4666991433804,57.0899495636065,38.9544186766918,25.212549270905,19.3135410225292,37.9193264939516,34.7873058590788,23.4994358330066,67.0957936732296,37.671559201592,30.8835298445484,41.9609227272032,42.6164226086526,62.7173660333717,46.8002001695466,30.7154577395399,32.465000862867,41.1137775908119,42.6543391675081,31.1068819037933,22.9959942269114,60.7239512574912,48.3333364114024,38.6968179067739,26.4253924929983,50.5870311087897,27.9330875809235,30.1298755884331,41.2042424024261,34.2621691041255,55.1577794510233,49.0669138436868,39.7228701182259,52.0670239759423,1622.61701575182,2380.5716833353,2768.18689878211,1818.14474700868,1827.50959409203,2267.5917111465,940.055804437088,1709.40847422422,2312.50367591405,1416.19941985515,1453.3773440319,989.477228504832,1366.54903556371,1885.6036354704,1759.44326226239,1566.4054432753,1489.54982013632,1821.01984583679,2479.02277976989,1043.31826192484,1268.68620058545,1624.64428041578,2499.94918313884,1340.68559597434,2088.59029833361,2023.22429499288,1641.50541286381,1824.7705660692,1198.37448746142,1447.0554361968,1777.6588703808,1313.2318029476,1682.874209312,1612.14142438232,2366.77160386546,2750.65085471612,1807.0933290879,1816.86816771566,2254.13037747483,933.49225899326,1698.64914332118,2300.07307353108,1406.22951810477,1443.52851079268,982.885079083043,1355.52231128109,1874.23921378237,1748.78027904563,1555.77199956078,1480.16446896886,1808.31797556712,2465.15741503787,1035.35997413205,1260.12944053003,1613.53874670898,2485.48588351745,1331.52486275336,2074.64026763981,2010.9624241007,1629.2078861103,1814.12030403115,1190.60853051113,1436.90820944736,1767.06414785182,1303.91082792558,1672.25162567345,1682.874209312,1672.25162567345
t111,38.3725183498014,32.7768733360995,55.5828621132643,39.7568782413057,21.8170790995991,19.0958458401118,35.8594035242799,31.1374397760054,24.3415305526053,61.964911313127,35.0742125279067,27.7654636164736,42.3757720826457,45.0765789242275,57.582959634577,44.5682541854484,29.072331759912,30.8088656241016,38.9132417364372,43.200907164498,30.8943295866625,23.445650015445,60.724383551283,50.9249250645625,33.6940879781439,26.1063232152856,49.6582481840922,24.7153221944254,27.5095694429638,35.9011984392419,34.9939995831076,53.3120201207854,45.7902417447804,39.5244059386791,53.8351312494644,1669.22157899253,2465.34699224837,2839.16298964652,1920.26837804339,1980.67915557339,2298.5748732081,1038.30582635792,1733.23266713385,2389.67653315052,1407.86820791518,1419.99606285027,1127.92981929909,1360.97953232444,1980.32848009054,1870.27500309524,1650.90990993866,1443.58457601443,1871.01223686784,2441.19565718636,1035.89339585968,1332.45672773577,1744.9888818096,2600.30423255702,1332.54686003617,2152.17230441602,1971.65086804971,1715.01584889446,1989.38430224832,1219.12975564095,1520.33483826493,1782.43143112088,1289.80229270011,1745.37151822816,1612.96611585382,2381.6194600432,2743.29538313769,1855.36200310582,1913.39331450707,2220.67171788781,1003.62766978598,1674.64912671009,2308.05748394612,1360.85268091135,1372.40573007627,1090.13820682485,1316.04931620443,1913.21426758973,1806.93884991457,1595.60249863265,1394.92185862099,1808.44389070503,2358.07393133206,1001.53330340556,1287.70996030465,1686.48213927118,2512.08150950724,1287.90299096444,2079.95869176337,1905.04398647226,1658.31654624031,1921.80820221218,1178.2072433824,1469.75499794829,1722.05204747905,1246.84332142207,1686.50860575879,1745.37151822816,1686.50860575879
t211,38.2182133529689,32.5989029611438,55.4800144450307,40.262931249764,22.0586368168109,15.5612228541385,36.7374508619887,28.550547464654,23.9197956553383,63.6435852049675,35.8106531113766,29.8766725716141,41.166040958381,40.3572978925218,57.977953093703,44.90831962228,29.9636524105517,30.7794885161172,36.6689824527614,41.7251036687596,32.6652870867416,22.5361583121047,60.0312152593331,49.9198864076921,34.9586407008243,26.9897285686389,48.8015222216339,27.3958505288793,26.2881528286971,38.1629776066909,35.9522540713783,50.0156491859114,45.622642029881,38.1777654657289,51.3688947262858,1644.35847467228,2435.7983915393,2913.58500012824,1986.18359416955,2058.42088813042,2368.48364323217,1059.15027793973,1768.15740544923,2544.77525367217,1483.70100091842,1471.70883791112,1074.72937266737,1397.21105096059,1926.30868993514,1905.36010906101,1668.61891699168,1539.13004368789,1787.86332216103,2456.59313668096,1043.98569725032,1314.99069670178,1824.41798898493,2600.90866940051,1393.98307531127,2142.45614327549,2086.32900441359,1622.77220272051,1783.80443648043,1317.05551678718,1435.39276732805,1777.68495365027,1253.46679302079,1758.00013467368,1588.23017456377,2351.55641425361,2813.34099705345,1917.77093193966,1987.08933769566,2286.59842738086,1023.45369852947,1707.23113737992,2455.77410779502,1433.38752091094,1421.92653521937,1038.22520821082,1350.75175229626,1859.801071538,1839.69929084772,1611.92463329508,1486.43497714869,1727.17539218226,2371.15941608473,1009.06931876841,1270.15379128056,1762.35006659502,2510.91639316322,1346.64780085096,2069.32635318939,2014.50566531913,1568.73500221917,1721.95840661826,1272.0768568921,1387.11648699211,1716.28478524792,1211.30275999063,1697.70773592458,1758.00013467368,1697.70773592458
